"emp_no","first_name","last_name","hire_date"
10584,Mana,Papastamatiou,"2002-01-01"
10612,Gil,Peroz,"2002-01-01"
10625,Leszek,Petereit,"2002-01-01"
10636,Saeko,Porotnikoff,"2002-01-01"
10639,Pramod,Erol,"2002-01-01"
10644,Pranas,Benaini,"2002-01-01"
10664,Xumin,Peck,"2002-01-01"
10671,Parviz,Rebaine,"2002-01-01"
10677,Alejandra,Perng,"2002-01-01"
10715,Goa,Poehlman,"2002-01-01"
10729,Percy,Lorho,"2002-01-01"
10731,Fumitaka,Peak,"2002-01-01"
10743,Kiyomitsu,Peltason,"2002-01-01"
10745,Poorav,Ranze,"2002-01-01"
10753,Pradeep,Harbusch,"2002-01-01"
10756,Paddy,Brizzi,"2002-01-01"
10760,Phillip,Dratva,"2002-01-01"
10770,Bedir,Perry,"2002-01-01"
10781,Patricio,Leuchs,"2002-01-01"
10782,Kish,Perna,"2002-01-01"
10786,Patricia,dAstous,"2002-01-01"
10815,Renny,Pramanik,"2002-01-01"
10819,Pascal,Sooriamurthi,"2002-01-01"
10820,Baocai,Pena,"2002-01-01"
10822,Masaru,Passino,"2002-01-01"
10841,Pranav,Lieberherr,"2002-01-01"
10851,Piyawadee,Copas,"2002-01-01"
10856,Sreenivas,Peck,"2002-01-01"
10876,Vincent,Papastamatiou,"2002-01-01"
10895,Vishwani,Petersohn,"2002-01-01"
10900,Ferdinand,Prenel,"2002-01-01"
10902,Inderjeet,Perly,"2002-01-01"
10914,Mizuhito,Prochazka,"2002-01-01"
10932,Avishai,Picci,"2002-01-01"
10956,Arno,Picel,"2002-01-01"
10966,Danel,Pardalos,"2002-01-01"
10969,Premal,Noriega,"2002-01-01"
10974,Muneo,Papsdorf,"2002-01-01"
10975,Peternela,Birnbaum,"2002-01-01"
10983,Somnath,Parascandalo,"2002-01-01"
10984,Pranjal,Billawala,"2002-01-01"
10997,Alselm,Parascandalo,"2002-01-01"
11022,Apostol,Pintelas,"2002-01-01"
11039,Raimond,Pintelas,"2002-01-01"
11051,Przemyslawa,Erol,"2002-01-01"
11052,Parto,Hitomi,"2002-01-01"
11056,Palash,Speel,"2002-01-01"
11060,Genevieve,Pokrovskii,"2002-01-01"
11061,Pintsang,Erni,"2002-01-01"
11069,Pragnesh,Luff,"2002-01-01"
11072,Arfst,Pulkowski,"2002-01-01"
11074,Spyrose,Peak,"2002-01-01"
11079,Piyush,Garigliano,"2002-01-01"
11080,Sanjai,Puppe,"2002-01-01"
11103,Sanjai,Penttonen,"2002-01-01"
11113,Shahab,Peng,"2002-01-01"
11124,Gladys,Porenta,"2002-01-01"
11127,Mayumi,Pashtan,"2002-01-01"
11128,Shunichi,Pusterhofer,"2002-01-01"
11129,Goncalo,Pulkowski,"2002-01-01"
11165,Kolar,Pietrzykowski,"2002-01-01"
11171,Yuguang,Passino,"2002-01-01"
11191,Pradeep,Crooks,"2002-01-01"
11209,Xuejun,Penn,"2002-01-01"
11212,Teruyuki,Peternell,"2002-01-01"
11216,Utz,Perng,"2002-01-01"
11228,Utz,Puoti,"2002-01-01"
11245,Jaideep,Pews,"2002-01-01"
11253,Koldo,Pokrovskii,"2002-01-01"
11257,Weidon,Pews,"2002-01-01"
11268,Aimee,Petersohn,"2002-01-01"
11313,Paraskevi,Kusalik,"2002-01-01"
11319,Pranas,Marrakchi,"2002-01-01"
11322,Nathalie,Pocchiola,"2002-01-01"
11323,Hyuckchul,Pfau,"2002-01-01"
11326,Munenori,Plesums,"2002-01-01"
11335,Bernd,Plump,"2002-01-01"
11344,Paddy,Gulak,"2002-01-01"
11358,Nevin,Petereit,"2002-01-01"
11380,Kenroku,Pelc,"2002-01-01"
11389,Ronnie,Provine,"2002-01-01"
11398,Oscar,Peir,"2002-01-01"
11399,Luisa,Plotkin,"2002-01-01"
11414,Eishiro,Pearson,"2002-01-01"
11431,Youngkon,Picht,"2002-01-01"
11434,Prodip,Brendel,"2002-01-01"
11465,Tomoyuki,Porenta,"2002-01-01"
11479,Shridhar,Pleszkun,"2002-01-01"
11499,Peternela,Chartres,"2002-01-01"
11503,Nathan,Picht,"2002-01-01"
11506,Rance,Picel,"2002-01-01"
11520,Pranas,Jervis,"2002-01-01"
11522,Yishay,Peris,"2002-01-01"
11523,Yuguang,Pezzoli,"2002-01-01"
11536,Mahmut,Pintelas,"2002-01-01"
11537,DAIDA,Pehl,"2002-01-01"
11540,Chanjung,Portugali,"2002-01-01"
11555,Kotesh,Perfilyeva,"2002-01-01"
11557,Candido,Pesch,"2002-01-01"
11573,Pranas,Hutton,"2002-01-01"
11575,Godehard,Plotkin,"2002-01-01"
11581,Patricio,Rosenbaum,"2002-01-01"
11584,Pradeep,Waymire,"2002-01-01"
11588,Kaijung,Panangaden,"2002-01-01"
11589,Gina,Plessier,"2002-01-01"
11594,Pradeep,Butner,"2002-01-01"
11600,Yurij,Pardalos,"2002-01-01"
11606,Perry,Pepe,"2002-01-01"
11614,Moni,Peha,"2002-01-01"
11617,Masaki,Peroz,"2002-01-01"
11648,Gill,Ponthieu,"2002-01-01"
11659,Tremaine,Pileggi,"2002-01-01"
11671,Pranjal,Babu,"2002-01-01"
11675,Slavian,Pettit,"2002-01-01"
11687,Owen,Peak,"2002-01-01"
11691,Pragnesh,Borovoy,"2002-01-01"
11692,Rance,Provine,"2002-01-01"
11735,Amalendu,Picci,"2002-01-01"
11740,Isaac,Pero,"2002-01-01"
11749,Masamitsu,Penttonen,"2002-01-01"
11772,Gaurav,Penz,"2002-01-01"
11781,Tua,Pluym,"2002-01-01"
11803,Arnd,Perko,"2002-01-01"
11821,Mary,Piazza,"2002-01-01"
11828,Mikhail,Paciorek,"2002-01-01"
11829,Chaosheng,Pettis,"2002-01-01"
11842,Moto,Piazza,"2002-01-01"
11846,Fai,Perly,"2002-01-01"
11863,Stella,Peng,"2002-01-01"
11864,Pradeep,Kriebel,"2002-01-01"
11884,Patricia,Moehrke,"2002-01-01"
11898,Jinya,Piveteau,"2002-01-01"
11901,Baoqiu,Plumb,"2002-01-01"
11913,Gil,Pokrovskii,"2002-01-01"
11918,Mayuri,Pollacia,"2002-01-01"
11925,Feiyu,Pashtan,"2002-01-01"
11959,Duro,Pettis,"2002-01-01"
11966,Poornachandra,Rotem,"2002-01-01"
11980,Yechezkel,Pews,"2002-01-01"
11989,Erzsebet,Peltason,"2002-01-01"
12026,Moon,Pleszkun,"2002-01-01"
12034,Aemilian,Piazza,"2002-01-01"
12053,Yechezkel,Pelc,"2002-01-01"
12080,Panayotis,Feinberg,"2002-01-01"
12081,Wanqing,Prenel,"2002-01-01"
12094,Weiru,Pearson,"2002-01-01"
12098,Pranay,Eugenio,"2002-01-01"
12119,Sachin,Peot,"2002-01-01"
12126,Vugranam,Parveen,"2002-01-01"
12137,Palash,Hopewell,"2002-01-01"
12140,Xudong,Paciorek,"2002-01-01"
12145,Xiong,Peir,"2002-01-01"
12159,Shem,Perly,"2002-01-01"
12161,Tadahiko,Porenta,"2002-01-01"
12166,Xinan,Poupard,"2002-01-01"
12171,Tremaine,Papastamatiou,"2002-01-01"
12174,Slavian,Plavsic,"2002-01-01"
12177,Shahar,Pardalos,"2002-01-01"
12185,Toshiko,Parascandalo,"2002-01-01"
12199,Huan,Poupard,"2002-01-01"
12201,Heeju,Pardalos,"2002-01-01"
12203,Parto,Heinisuo,"2002-01-01"
12208,Bartek,Passino,"2002-01-01"
12227,Pramod,Percebois,"2002-01-01"
12229,Howell,Pfau,"2002-01-01"
12239,Parviz,Kalloufi,"2002-01-01"
12247,Subbu,Penttonen,"2002-01-01"
12248,Christoper,Pramanik,"2002-01-01"
12255,Pasqua,Hoogerwoord,"2002-01-01"
12264,Mart,Pagter,"2002-01-01"
12274,Garnik,Papadias,"2002-01-01"
12277,Oldrich,Peot,"2002-01-01"
12286,Owen,Pesch,"2002-01-01"
12288,Paddy,Bodoff,"2002-01-01"
12302,Matt,Plessier,"2002-01-01"
12309,Hilari,Potthoff,"2002-01-01"
12310,Chandrasekaran,Pettit,"2002-01-01"
12328,Atilio,Prampolini,"2002-01-01"
12333,Gino,Peck,"2002-01-01"
12339,Pranay,Czaja,"2002-01-01"
12366,Patricio,Setlzner,"2002-01-01"
12371,Paraskevi,Choobineh,"2002-01-01"
12383,Lenore,Pews,"2002-01-01"
12385,Herbert,Peng,"2002-01-01"
12389,Percy,Casperson,"2002-01-01"
12391,Pranav,Bazelow,"2002-01-01"
12409,Ebru,Petereit,"2002-01-01"
12412,Chaitali,Peres,"2002-01-01"
12428,Tokuyasu,Plavsic,"2002-01-01"
12429,Patricio,Varman,"2002-01-01"
12441,Nevin,Pews,"2002-01-01"
12450,Sanjeeva,Perng,"2002-01-01"
12451,Pramod,Marzano,"2002-01-01"
12457,Olivera,Pettis,"2002-01-01"
12459,Phule,Munos,"2002-01-01"
12497,Stein,Penz,"2002-01-01"
12507,Manton,Plump,"2002-01-01"
12515,Pranav,Wilharm,"2002-01-01"
12538,Haldon,Parascandalo,"2002-01-01"
12540,Poornachandra,Bresenham,"2002-01-01"
12578,Tamiya,Perin,"2002-01-01"
12580,Pramod,Journel,"2002-01-01"
12597,Kazuhito,Petereit,"2002-01-01"
12605,Petter,Feldmann,"2002-01-01"
12637,Poorav,Karner,"2002-01-01"
12651,Pragnesh,Bael,"2002-01-01"
12657,Weiru,Peroz,"2002-01-01"
12664,Zhonghua,Parveen,"2002-01-01"
12666,Stamatina,Prenel,"2002-01-01"
12668,Mari,Picht,"2002-01-01"
12686,Poornachandra,Gulik,"2002-01-01"
12693,Patricia,Demke,"2002-01-01"
12698,Arunas,Paciorek,"2002-01-01"
12724,Parke,Lammel,"2002-01-01"
12726,Fumitake,Panwar,"2002-01-01"
12730,Barry,Perl,"2002-01-01"
12736,Prasadram,Tempesti,"2002-01-01"
12745,Ziyad,Passafiume,"2002-01-01"
12752,Peer,Hitomi,"2002-01-01"
12758,Hauke,Pashtan,"2002-01-01"
12778,Percy,Krybus,"2002-01-01"
12780,Premal,Puppo,"2002-01-01"
12782,Weidon,Pietracaprina,"2002-01-01"
12790,Gunilla,Perl,"2002-01-01"
12823,Pranav,Lanteri,"2002-01-01"
12844,Garnet,Piancastelli,"2002-01-01"
12861,Premal,Stroustrup,"2002-01-01"
12870,Elvis,Pfau,"2002-01-01"
12874,Patricio,Ramamoorthy,"2002-01-01"
12884,Paddy,Zyda,"2002-01-01"
12892,Leah,Preusig,"2002-01-01"
12898,Lorien,Pelc,"2002-01-01"
12902,Rimli,Perng,"2002-01-01"
12911,Jordanka,Pluym,"2002-01-01"
12922,Jacqueline,Porenta,"2002-01-01"
12938,Raimond,Picht,"2002-01-01"
12941,Tommaso,Perelgut,"2002-01-01"
12945,Moss,Passafiume,"2002-01-01"
12962,Paraskevi,Beerel,"2002-01-01"
12973,Hairong,Pulkowski,"2002-01-01"
13027,Paraskevi,Kohling,"2002-01-01"
13061,Makato,Pelc,"2002-01-01"
13080,Susanna,Picci,"2002-01-01"
13084,Domenico,Pagter,"2002-01-01"
13090,Kwee,Poulakidas,"2002-01-01"
13112,Hiroyasu,Pouyioutas,"2002-01-01"
13118,Jaana,Pavlopoulou,"2002-01-01"
13119,Pranav,Anido,"2002-01-01"
13120,Kerryn,Pews,"2002-01-01"
13126,Parviz,Hennebert,"2002-01-01"
13135,Ramya,Peternell,"2002-01-01"
13137,Koichi,Pocchiola,"2002-01-01"
13138,Ekawit,Peyn,"2002-01-01"
13144,Persi,Nollmann,"2002-01-01"
13161,Manu,Picci,"2002-01-01"
13164,Ger,Picht,"2002-01-01"
13176,Pranas,Thiria,"2002-01-01"
13187,Maria,Pusterhofer,"2002-01-01"
13200,Weidon,Pauthner,"2002-01-01"
13203,Phule,Emmart,"2002-01-01"
13204,Mircea,Pellegrinelli,"2002-01-01"
13207,Susuma,Pero,"2002-01-01"
13215,Nadjib,Pagter,"2002-01-01"
13221,Premsyl,Famili,"2002-01-01"
13222,Pintsang,Cannane,"2002-01-01"
13227,Goncalo,Pell,"2002-01-01"
13231,Pohua,Sessa,"2002-01-01"
13240,King,Pileggi,"2002-01-01"
13245,Jaewon,Pelz,"2002-01-01"
13257,Francoise,Poehlman,"2002-01-01"
13261,Martial,Peternell,"2002-01-01"
13284,Cathie,Pews,"2002-01-01"
13296,Pohua,Hemaspaandra,"2002-01-01"
13313,Shaowei,Pena,"2002-01-01"
13318,Morris,Perng,"2002-01-01"
13321,Rasikan,Portugali,"2002-01-01"
13322,Mostafa,Puoti,"2002-01-01"
13324,Zeljko,Pews,"2002-01-01"
13332,Nidapan,Pearson,"2002-01-01"
13354,Kazunori,Peek,"2002-01-01"
13359,Pragnesh,Kragelund,"2002-01-01"
13401,Przemyslawa,Pavlopoulou,"2002-01-01"
13426,Weijing,Paludetto,"2002-01-01"
13436,Mana,Picaronny,"2002-01-01"
13443,Mayuko,Puppo,"2002-01-01"
13457,Shooichi,Parfitt,"2002-01-01"
13475,Kamakshi,Piancastelli,"2002-01-01"
13480,Patricio,Parascandalo,"2002-01-01"
13482,Vesna,Perfilyeva,"2002-01-01"
13485,Isamu,Perly,"2002-01-01"
13501,Caolyn,Peek,"2002-01-01"
13504,Parto,Mandell,"2002-01-01"
13511,Qiwen,Pocchiola,"2002-01-01"
13516,Shir,Perna,"2002-01-01"
13524,Chaoyi,Porotnikoff,"2002-01-01"
13538,Mori,Picel,"2002-01-01"
13541,Pasqua,Peral,"2002-01-01"
13563,Valter,Pashtan,"2002-01-01"
13567,Sudhanshu,Pietracaprina,"2002-01-01"
13570,Kiyomitsu,Perez,"2002-01-01"
13571,Eben,Passino,"2002-01-01"
13573,Petter,Escriba,"2002-01-01"
13577,Tianruo,Penttonen,"2002-01-01"
13579,Basem,Passino,"2002-01-01"
13591,Jinxi,Poulakidas,"2002-01-01"
13603,Paddy,Rissanen,"2002-01-01"
13616,Perry,Lorho,"2002-01-01"
13617,Prodip,Fioravanti,"2002-01-01"
13628,Dipankar,Pfau,"2002-01-01"
13636,Petter,Merel,"2002-01-01"
13638,Ipke,Paludetto,"2002-01-01"
13649,Serap,Percebois,"2002-01-01"
13651,Stamatina,Plesums,"2002-01-01"
13659,Mario,Panienski,"2002-01-01"
13663,Ennio,Poehlman,"2002-01-01"
13664,Snehasis,Provine,"2002-01-01"
13665,Vidar,Perin,"2002-01-01"
13669,Hidde,Peng,"2002-01-01"
13686,Parke,Sadowsky,"2002-01-01"
13694,Pragnesh,Bodoff,"2002-01-01"
13696,Kasturi,Portugali,"2002-01-01"
13707,Parviz,Krzyzanowski,"2002-01-01"
13711,Tesuro,Pusterhofer,"2002-01-01"
13713,Nitsan,Porenta,"2002-01-01"
13716,Tamiya,Peternell,"2002-01-01"
13719,Hugh,Porotnikoff,"2002-01-01"
13731,Paddy,Birch,"2002-01-01"
13736,Pranas,Albarhamtoshy,"2002-01-01"
13755,Poornachandra,Heusch,"2002-01-01"
13767,Sasan,Plessier,"2002-01-01"
13796,Paloma,Thorelli,"2002-01-01"
13810,Piyush,Uhrig,"2002-01-01"
13815,Guadalupe,Plotkin,"2002-01-01"
13819,Honglan,Percebois,"2002-01-01"
13825,Arlette,Pell,"2002-01-01"
13834,True,Peternell,"2002-01-01"
13836,Taiji,Przulj,"2002-01-01"
13860,Wojceich,Papastamatiou,"2002-01-01"
13861,Parke,Serna,"2002-01-01"
13865,Junsik,Peir,"2002-01-01"
13871,Anoosh,Plavsic,"2002-01-01"
13885,Xiaoqiang,Puppo,"2002-01-01"
13891,Mokhtar,Parascandalo,"2002-01-01"
13903,Sudhanshu,Pileggi,"2002-01-01"
13926,Ekawit,Puppe,"2002-01-01"
13943,Maya,Plump,"2002-01-01"
13949,Fai,Perna,"2002-01-01"
13950,Palash,Kusakabe,"2002-01-01"
13965,Phuoc,Skogmar,"2002-01-01"
13967,Ymte,Pettis,"2002-01-01"
13970,Howell,Passafiume,"2002-01-01"
13974,Youjian,Perin,"2002-01-01"
13975,Jamaludin,Peternell,"2002-01-01"
13976,Bedir,Peac,"2002-01-01"
13995,Premsyl,Delgrossi,"2002-01-01"
13996,Adib,Pews,"2002-01-01"
14006,Yucel,Perko,"2002-01-01"
14010,Sushant,Preusig,"2002-01-01"
14011,Katsuo,Peris,"2002-01-01"
14015,Manibrata,Picaronny,"2002-01-01"
14017,Candido,Pavlopoulou,"2002-01-01"
14037,Parviz,Hutter,"2002-01-01"
14038,Tokuyasu,Plesums,"2002-01-01"
14044,Muneo,Peltason,"2002-01-01"
14046,Elzbieta,Perin,"2002-01-01"
14049,Becky,Pelz,"2002-01-01"
14061,Constantino,Pell,"2002-01-01"
14070,Takanari,Peternell,"2002-01-01"
14087,Aron,Peir,"2002-01-01"
14091,Phillip,Champarnaud,"2002-01-01"
14099,Mack,Poujol,"2002-01-01"
14117,Janche,Pehl,"2002-01-01"
14132,Phillip,Rotem,"2002-01-01"
14134,Leen,Peek,"2002-01-01"
14138,Zhigen,Peternell,"2002-01-01"
14149,Wonhee,Parascandalo,"2002-01-01"
14181,Persi,Gecsel,"2002-01-01"
14187,Susuma,Peot,"2002-01-01"
14199,Tomoyuki,Peek,"2002-01-01"
14210,Arvind,Poujol,"2002-01-01"
14220,Tomofumi,Pargas,"2002-01-01"
14235,Eben,Papsdorf,"2002-01-01"
14238,Barton,Puoti,"2002-01-01"
14246,Subhada,Piazza,"2002-01-01"
14263,Pranay,Rattan,"2002-01-01"
14266,Bedir,Perry,"2002-01-01"
14285,Deborah,Peck,"2002-01-01"
14289,Paraskevi,Gist,"2002-01-01"
14328,Perry,Randi,"2002-01-01"
14331,Susumu,Plessier,"2002-01-01"
14333,Alois,Pettey,"2002-01-01"
14334,Pradeep,Waleschkowski,"2002-01-01"
14336,Rafail,Passafiume,"2002-01-01"
14338,Behnaam,Pelz,"2002-01-01"
14343,Pranav,Rotem,"2002-01-01"
14353,Patricia,Ghandeharizadeh,"2002-01-01"
14361,Mizuhito,Pocchiola,"2002-01-01"
14363,Phule,Yemenis,"2002-01-01"
14365,Shin,Picci,"2002-01-01"
14370,Heon,Perl,"2002-01-01"
14373,Khosrow,Perry,"2002-01-01"
14378,Lokesh,Poehlman,"2002-01-01"
14391,Haldon,Pesch,"2002-01-01"
14398,Kristinn,Parascandalo,"2002-01-01"
14402,Mooi,Peac,"2002-01-01"
14408,Hiroyasu,Peot,"2002-01-01"
14409,Uta,Pettis,"2002-01-01"
14420,Aiman,Panangaden,"2002-01-01"
14425,Jaber,Piveteau,"2002-01-01"
14427,Duangkaew,Percebois,"2002-01-01"
14447,Prodip,Denos,"2002-01-01"
14450,Fumitaka,Prochazka,"2002-01-01"
14453,Jaewon,Paciorek,"2002-01-01"
14462,Marl,Pietrzykowski,"2002-01-01"
14491,Baoqiu,Picht,"2002-01-01"
14510,Elzbieta,Peir,"2002-01-01"
14518,Patricia,Peir,"2002-01-01"
14528,Poornachandra,Bondorf,"2002-01-01"
14545,Pranav,Narwekar,"2002-01-01"
14557,Pramod,Argence,"2002-01-01"
14562,Shunichi,Peroz,"2002-01-01"
14569,Shaz,Pagter,"2002-01-01"
14571,Shooichi,Pavlopoulou,"2002-01-01"
14576,Wayne,Pelc,"2002-01-01"
14592,Paddy,Keohane,"2002-01-01"
14602,Shunichi,Peha,"2002-01-01"
14604,Paloma,Hammerschmidt,"2002-01-01"
14609,Bartek,Picel,"2002-01-01"
14617,Tse,Parfitt,"2002-01-01"
14628,Pranjal,Vandervoorde,"2002-01-01"
14630,Petter,Sidje,"2002-01-01"
14631,Theirry,Pulkowski,"2002-01-01"
14649,Nigel,Parfitt,"2002-01-01"
14656,Ziyad,Poupard,"2002-01-01"
14671,Elliott,Perri,"2002-01-01"
14672,Parto,Pietracaprina,"2002-01-01"
14673,Dinkar,Pusterhofer,"2002-01-01"
14684,Jayesh,Przulj,"2002-01-01"
14729,Zissis,Pusterhofer,"2002-01-01"
14739,Ute,Piancastelli,"2002-01-01"
14745,Dines,Penttonen,"2002-01-01"
14756,Mohua,Plesums,"2002-01-01"
14769,Paraskevi,Demeyer,"2002-01-01"
14773,Phuoc,Hutton,"2002-01-01"
14787,Irene,Poujol,"2002-01-01"
14789,Pintsang,Lanphier,"2002-01-01"
14799,Mrinalini,Ponthieu,"2002-01-01"
14801,Peternela,Middleton,"2002-01-01"
14806,Jaroslava,Perry,"2002-01-01"
14808,Pragnesh,Billingsley,"2002-01-01"
14812,Zeydy,Peir,"2002-01-01"
14820,Poornachandra,Bratsberg,"2002-01-01"
14826,Pohua,Radivojevic,"2002-01-01"
14836,Chiradeep,Paludetto,"2002-01-01"
14837,Perry,Cappello,"2002-01-01"
14841,Stein,Poulakidas,"2002-01-01"
14847,Matk,Perng,"2002-01-01"
14854,Angus,Perko,"2002-01-01"
14861,Bangqing,Piazza,"2002-01-01"
14894,Achilleas,Picaronny,"2002-01-01"
14901,Paloma,Basawa,"2002-01-01"
14903,Shalesh,Poehlman,"2002-01-01"
14906,Adil,Parveen,"2002-01-01"
14915,Huican,Picco,"2002-01-01"
14925,Stabislas,Peternell,"2002-01-01"
14958,Prasadram,Beausoleil,"2002-01-01"
14961,Przemyslawa,Shinomoto,"2002-01-01"
14962,Vidya,Papastamatiou,"2002-01-01"
14983,Hyuckchul,Pouyioutas,"2002-01-01"
14984,Sangeeta,Parhami,"2002-01-01"
14986,Perla,Srimani,"2002-01-01"
14988,Khosrow,Pappas,"2002-01-01"
15018,Ramalingam,Prenel,"2002-01-01"
15034,Pranas,Hoogerwoord,"2002-01-01"
15046,Marin,Prochazka,"2002-01-01"
15114,Pantung,Honglei,"2002-01-01"
15124,Adhemar,Percebois,"2002-01-01"
15130,Mohua,Puppo,"2002-01-01"
15137,Pradeep,Menhardt,"2002-01-01"
15147,Kwangyoen,Pesch,"2002-01-01"
15151,Urs,Pouyioutas,"2002-01-01"
15159,Mats,Parascandalo,"2002-01-01"
15168,Gurbir,Plump,"2002-01-01"
15172,Rafols,Pagter,"2002-01-01"
15189,Pascal,Strandh,"2002-01-01"
15202,Pranay,Irland,"2002-01-01"
15210,Apostol,Peot,"2002-01-01"
15217,Jianhua,Porenta,"2002-01-01"
15220,Georgi,Panienski,"2002-01-01"
15224,Premsyl,Michaeli,"2002-01-01"
15236,Haldun,Perng,"2002-01-01"
15241,Pradeep,Hainaut,"2002-01-01"
15249,Guiseppe,Pargaonkar,"2002-01-01"
15253,Ayonca,Pardalos,"2002-01-01"
15256,Karoline,Picel,"2002-01-01"
15262,Premsyl,Wursthorn,"2002-01-01"
15270,Premsyl,Beutelspacher,"2002-01-01"
15282,Panayotis,Copas,"2002-01-01"
15293,Pantung,Puppo,"2002-01-01"
15295,Lobel,Peak,"2002-01-01"
15299,Jeong,Peac,"2002-01-01"
15301,Woody,Puoti,"2002-01-01"
15310,Parviz,Chinin,"2002-01-01"
15314,Pradeep,Decleir,"2002-01-01"
15347,Przemyslawa,Paciorek,"2002-01-01"
15350,Uwe,Petersohn,"2002-01-01"
15369,Premal,Penttonen,"2002-01-01"
15373,Pascal,Stanger,"2002-01-01"
15392,Pradeep,Markovitch,"2002-01-01"
15394,Limsoon,Plessier,"2002-01-01"
15408,Maik,Penttonen,"2002-01-01"
15421,Yaghout,Papadias,"2002-01-01"
15431,Pragnesh,Litzler,"2002-01-01"
15433,Shaowei,Peltason,"2002-01-01"
15443,Pranav,Melichar,"2002-01-01"
15467,Tristan,Perng,"2002-01-01"
15474,Gilbert,Plumb,"2002-01-01"
15484,Ortrun,Plesums,"2002-01-01"
15506,Zhenbing,Perz,"2002-01-01"
15509,Przemyslawa,Puoti,"2002-01-01"
15530,Yuichiro,Plotkin,"2002-01-01"
15541,Percy,Erman,"2002-01-01"
15550,Kerhong,Plumb,"2002-01-01"
15553,Zdislav,Pardalos,"2002-01-01"
15554,Gonzalo,Papadias,"2002-01-01"
15558,Aron,Pehl,"2002-01-01"
15570,Mohua,Pargaonkar,"2002-01-01"
15573,Mircea,Piveteau,"2002-01-01"
15581,Mariusz,Plesums,"2002-01-01"
15594,Fumino,Peck,"2002-01-01"
15599,Filipe,Piancastelli,"2002-01-01"
15600,Mack,Perna,"2002-01-01"
15602,Annemarie,Picel,"2002-01-01"
15609,Hongzue,Peha,"2002-01-01"
15614,Piyawadee,Slaats,"2002-01-01"
15631,Rafols,Petereit,"2002-01-01"
15638,Basil,Perez,"2002-01-01"
15650,Pascal,Bail,"2002-01-01"
15666,Pintsang,Rothenberg,"2002-01-01"
15680,Bernardo,Plavsic,"2002-01-01"
15682,Hiroyasu,Przulj,"2002-01-01"
15691,Venkatesan,Pocchiola,"2002-01-01"
15697,Valeri,Piancastelli,"2002-01-01"
15701,Ult,Prenel,"2002-01-01"
15711,Ferdinand,Pintelas,"2002-01-01"
15716,Flemming,Pargas,"2002-01-01"
15721,Perla,Denis,"2002-01-01"
15725,Shuichi,Petersohn,"2002-01-01"
15726,Zhilian,Parascandalo,"2002-01-01"
